"X","cas_nakupu","produkt","cena","krajina","quartal","kategoria","kluc"
"11159","Okt","Chlieb","2","SK","Q4","Jedlo","KE"
"11160","Okt","Mlieko","3","SK","Q4","Jedlo","KE"
"11161","Okt","Chlieb","2","SK","Q4","Jedlo","KE"
"11162","Okt","Chlieb","2","SK","Q4","Jedlo","KE"
"11163","Okt","Mlieko","3","SK","Q4","Jedlo","KE"
"11164","Okt","Sveter","25","SK","Q4","Oblecenie","KE"
"11165","Okt","Chlieb","2","SK","Q4","Jedlo","KE"
"11166","Okt","Tricko","10","SK","Q4","Oblecenie","KE"
"11167","Okt","Mlieko","3","SK","Q4","Jedlo","KE"
"11168","Okt","Laptop","540","SK","Q4","Elektro","KE"
"11169","Okt","Chlieb","2","SK","Q4","Jedlo","KE"
"11170","Okt","Mlieko","3","SK","Q4","Jedlo","KE"
"11171","Okt","Tricko","10","SK","Q4","Oblecenie","KE"
"11172","Okt","Mlieko","3","SK","Q4","Jedlo","KE"
"11173","Okt","Chlieb","2","SK","Q4","Jedlo","KE"
"11174","Okt","Mlieko","3","SK","Q4","Jedlo","KE"
"11175","Okt","Laptop","540","SK","Q4","Elektro","KE"
"11176","Okt","Chlieb","2","SK","Q4","Jedlo","KE"
"11177","Okt","Chlieb","2","SK","Q4","Jedlo","KE"
"11178","Okt","Mobil","230","SK","Q4","Elektro","KE"
"11179","Okt","Chlieb","2","SK","Q4","Jedlo","KE"
"11180","Okt","Mobil","230","SK","Q4","Elektro","KE"
"11181","Okt","Sveter","25","SK","Q4","Oblecenie","KE"
"11182","Okt","Mlieko","3","SK","Q4","Jedlo","KE"
"11183","Okt","Tricko","10","SK","Q4","Oblecenie","KE"
"11184","Okt","Chlieb","2","SK","Q4","Jedlo","KE"
"11185","Okt","Chlieb","2","SK","Q4","Jedlo","KE"
"11186","Okt","Mobil","230","SK","Q4","Elektro","KE"
"11187","Okt","Mlieko","3","SK","Q4","Jedlo","KE"
"11188","Okt","Mlieko","3","SK","Q4","Jedlo","KE"
"11189","Okt","Chlieb","2","SK","Q4","Jedlo","KE"
"11190","Okt","Mlieko","3","SK","Q4","Jedlo","KE"
"11191","Okt","Chlieb","2","SK","Q4","Jedlo","KE"
"11192","Okt","Mobil","230","SK","Q4","Elektro","KE"
"11193","Okt","Sveter","25","SK","Q4","Oblecenie","KE"
"11194","Okt","Sveter","25","SK","Q4","Oblecenie","KE"
"11195","Okt","Chlieb","2","SK","Q4","Jedlo","KE"
"11196","Okt","Chlieb","2","SK","Q4","Jedlo","KE"
"11197","Okt","Mlieko","3","SK","Q4","Jedlo","KE"
"11198","Okt","Chlieb","2","SK","Q4","Jedlo","KE"
"11199","Okt","Mobil","230","SK","Q4","Elektro","KE"
"11200","Okt","Chlieb","2","SK","Q4","Jedlo","KE"
"11201","Okt","Chlieb","2","SK","Q4","Jedlo","KE"
"11202","Okt","Chlieb","2","SK","Q4","Jedlo","KE"
"11203","Okt","Mlieko","3","SK","Q4","Jedlo","KE"
"11204","Okt","Chlieb","2","SK","Q4","Jedlo","KE"
"11205","Okt","Chlieb","2","SK","Q4","Jedlo","KE"
"11206","Okt","Mobil","230","SK","Q4","Elektro","KE"
"11207","Okt","Chlieb","2","SK","Q4","Jedlo","KE"
"11208","Okt","Mlieko","3","SK","Q4","Jedlo","KE"
"11209","Okt","Mlieko","3","SK","Q4","Jedlo","KE"
"11210","Okt","Chlieb","2","SK","Q4","Jedlo","KE"
"11211","Okt","Chlieb","2","SK","Q4","Jedlo","KE"
"11212","Okt","Chlieb","2","SK","Q4","Jedlo","KE"
"11213","Okt","Mlieko","3","SK","Q4","Jedlo","KE"
"11214","Okt","Chlieb","2","SK","Q4","Jedlo","KE"
"11215","Okt","Mlieko","3","SK","Q4","Jedlo","KE"
"11216","Okt","Chlieb","2","SK","Q4","Jedlo","KE"
"11217","Okt","Chlieb","2","SK","Q4","Jedlo","KE"
"11218","Okt","Chlieb","2","SK","Q4","Jedlo","KE"
"11219","Okt","Chlieb","2","SK","Q4","Jedlo","KE"
"11220","Okt","Chlieb","2","SK","Q4","Jedlo","KE"
"11221","Okt","Chlieb","2","SK","Q4","Jedlo","KE"
"11222","Okt","Chlieb","2","SK","Q4","Jedlo","KE"
"11223","Okt","Laptop","540","SK","Q4","Elektro","KE"
"11224","Okt","Chlieb","2","SK","Q4","Jedlo","KE"
"11225","Okt","Sveter","25","SK","Q4","Oblecenie","KE"
"11226","Okt","Sveter","25","SK","Q4","Oblecenie","KE"
"11227","Okt","Chlieb","2","SK","Q4","Jedlo","KE"
"11228","Okt","Chlieb","2","SK","Q4","Jedlo","KE"
"11229","Okt","Chlieb","2","SK","Q4","Jedlo","KE"
"11230","Okt","Chlieb","2","SK","Q4","Jedlo","KE"
"11231","Okt","Chlieb","2","SK","Q4","Jedlo","KE"
"11232","Okt","Chlieb","2","SK","Q4","Jedlo","KE"
"11233","Okt","Chlieb","2","SK","Q4","Jedlo","KE"
"11234","Okt","Chlieb","2","SK","Q4","Jedlo","KE"
"11235","Okt","Mobil","230","SK","Q4","Elektro","KE"
"11236","Okt","Chlieb","2","SK","Q4","Jedlo","KE"
"11237","Okt","Mlieko","3","SK","Q4","Jedlo","KE"
"11238","Okt","Mlieko","3","SK","Q4","Jedlo","KE"
"11239","Okt","Mlieko","3","SK","Q4","Jedlo","KE"
"11240","Okt","Chlieb","2","SK","Q4","Jedlo","KE"
"11241","Okt","Sveter","25","SK","Q4","Oblecenie","KE"
"11242","Okt","Chlieb","2","SK","Q4","Jedlo","KE"
"11243","Okt","Mlieko","3","SK","Q4","Jedlo","KE"
"11244","Okt","Tricko","10","SK","Q4","Oblecenie","KE"
"11245","Okt","Chlieb","2","SK","Q4","Jedlo","KE"
"11246","Okt","Mlieko","3","SK","Q4","Jedlo","KE"
"11247","Okt","Mlieko","3","SK","Q4","Jedlo","KE"
"11248","Okt","Tablet","350","SK","Q4","Elektro","KE"
"11249","Okt","Chlieb","2","SK","Q4","Jedlo","KE"
"11250","Okt","Tricko","10","SK","Q4","Oblecenie","KE"
"11251","Okt","Sveter","25","SK","Q4","Oblecenie","KE"
"11252","Okt","Chlieb","2","SK","Q4","Jedlo","KE"
"11253","Okt","Mobil","230","SK","Q4","Elektro","KE"
"11254","Okt","Chlieb","2","SK","Q4","Jedlo","KE"
"11255","Okt","Chlieb","2","SK","Q4","Jedlo","KE"
"11256","Okt","Chlieb","2","SK","Q4","Jedlo","KE"
"11257","Okt","Chlieb","2","SK","Q4","Jedlo","KE"
"11258","Okt","Sveter","25","SK","Q4","Oblecenie","KE"
"11259","Okt","Tricko","10","SK","Q4","Oblecenie","KE"
"11260","Okt","Chlieb","2","SK","Q4","Jedlo","KE"
"11261","Okt","Chlieb","2","SK","Q4","Jedlo","KE"
"11262","Okt","Chlieb","2","SK","Q4","Jedlo","KE"
"11263","Okt","Laptop","540","SK","Q4","Elektro","KE"
"11264","Okt","Mlieko","3","SK","Q4","Jedlo","KE"
"11265","Okt","Laptop","540","SK","Q4","Elektro","KE"
"11266","Okt","Mlieko","3","SK","Q4","Jedlo","KE"
"11267","Okt","Tricko","10","SK","Q4","Oblecenie","KE"
"11268","Okt","Chlieb","2","SK","Q4","Jedlo","KE"
"11269","Okt","Chlieb","2","SK","Q4","Jedlo","KE"
"11270","Okt","Mobil","230","SK","Q4","Elektro","KE"
"11271","Okt","Chlieb","2","SK","Q4","Jedlo","KE"
"11272","Okt","Tricko","10","SK","Q4","Oblecenie","KE"
"11273","Okt","Chlieb","2","SK","Q4","Jedlo","KE"
"11274","Okt","Chlieb","2","SK","Q4","Jedlo","KE"
"11275","Okt","Chlieb","2","SK","Q4","Jedlo","KE"
"11276","Okt","Tricko","10","SK","Q4","Oblecenie","KE"
"11277","Okt","Tricko","10","SK","Q4","Oblecenie","KE"
"11278","Okt","Chlieb","2","SK","Q4","Jedlo","KE"
"11279","Okt","Tablet","350","SK","Q4","Elektro","KE"
"11280","Okt","Mlieko","3","SK","Q4","Jedlo","KE"
"11281","Okt","Mobil","230","SK","Q4","Elektro","KE"
"11282","Okt","Chlieb","2","SK","Q4","Jedlo","KE"
"11283","Okt","Chlieb","2","SK","Q4","Jedlo","KE"
"11284","Okt","Chlieb","2","SK","Q4","Jedlo","KE"
"11285","Okt","Mlieko","3","SK","Q4","Jedlo","KE"
"11286","Okt","Mlieko","3","SK","Q4","Jedlo","KE"
"11287","Okt","Chlieb","2","SK","Q4","Jedlo","KE"
"11288","Okt","Mlieko","3","SK","Q4","Jedlo","KE"
"11289","Okt","Sveter","25","SK","Q4","Oblecenie","KE"
"11290","Okt","Sveter","25","SK","Q4","Oblecenie","KE"
"11291","Okt","Chlieb","2","SK","Q4","Jedlo","KE"
"11292","Okt","Chlieb","2","SK","Q4","Jedlo","KE"
"11293","Okt","Chlieb","2","SK","Q4","Jedlo","KE"
"11294","Okt","Chlieb","2","SK","Q4","Jedlo","KE"
"11295","Okt","Mlieko","3","SK","Q4","Jedlo","KE"
"11296","Okt","Chlieb","2","SK","Q4","Jedlo","KE"
"11297","Okt","Mlieko","3","SK","Q4","Jedlo","KE"
"11298","Okt","Mlieko","3","SK","Q4","Jedlo","KE"
"11299","Okt","Chlieb","2","SK","Q4","Jedlo","KE"
"11300","Okt","Chlieb","2","SK","Q4","Jedlo","KE"
"11301","Okt","Mobil","230","SK","Q4","Elektro","KE"
"11302","Okt","Tricko","10","SK","Q4","Oblecenie","KE"
"11303","Okt","Tricko","10","SK","Q4","Oblecenie","KE"
"11304","Okt","Chlieb","2","SK","Q4","Jedlo","KE"
"11305","Okt","Laptop","540","SK","Q4","Elektro","KE"
"11306","Okt","Chlieb","2","SK","Q4","Jedlo","KE"
"11307","Okt","Mlieko","3","SK","Q4","Jedlo","KE"
"11308","Okt","Mlieko","3","SK","Q4","Jedlo","KE"
"11309","Okt","Chlieb","2","SK","Q4","Jedlo","KE"
"11310","Okt","Chlieb","2","SK","Q4","Jedlo","KE"
"11311","Okt","Chlieb","2","SK","Q4","Jedlo","KE"
"11312","Okt","Chlieb","2","SK","Q4","Jedlo","KE"
"11313","Okt","Chlieb","2","SK","Q4","Jedlo","KE"
"11314","Okt","Mobil","230","SK","Q4","Elektro","KE"
"11315","Okt","Mlieko","3","SK","Q4","Jedlo","KE"
"11316","Okt","Chlieb","2","SK","Q4","Jedlo","KE"
"11317","Okt","Chlieb","2","SK","Q4","Jedlo","KE"
"11318","Okt","Sveter","25","SK","Q4","Oblecenie","KE"
"11319","Okt","Tablet","350","SK","Q4","Elektro","KE"
"11320","Okt","Chlieb","2","SK","Q4","Jedlo","KE"
"11321","Okt","Mlieko","3","SK","Q4","Jedlo","KE"
"11322","Okt","Chlieb","2","SK","Q4","Jedlo","KE"
"11323","Okt","Chlieb","2","SK","Q4","Jedlo","KE"
"11324","Okt","Mlieko","3","SK","Q4","Jedlo","KE"
"11325","Okt","Chlieb","2","SK","Q4","Jedlo","KE"
"11326","Okt","Chlieb","2","SK","Q4","Jedlo","KE"
"11327","Okt","Tablet","350","SK","Q4","Elektro","KE"
"11328","Okt","Mlieko","3","SK","Q4","Jedlo","KE"
"11329","Okt","Chlieb","2","SK","Q4","Jedlo","KE"
"11330","Okt","Mlieko","3","SK","Q4","Jedlo","KE"
"11331","Okt","Chlieb","2","SK","Q4","Jedlo","KE"
"11332","Okt","Laptop","540","SK","Q4","Elektro","KE"
"11333","Okt","Chlieb","2","SK","Q4","Jedlo","KE"
"11334","Okt","Sveter","25","SK","Q4","Oblecenie","KE"
"11335","Okt","Chlieb","2","SK","Q4","Jedlo","KE"
"11336","Okt","Sveter","25","SK","Q4","Oblecenie","KE"
"11337","Okt","Chlieb","2","SK","Q4","Jedlo","KE"
"11338","Okt","Chlieb","2","SK","Q4","Jedlo","KE"
"11339","Okt","Chlieb","2","SK","Q4","Jedlo","KE"
"11340","Okt","Chlieb","2","SK","Q4","Jedlo","KE"
"11341","Okt","Chlieb","2","SK","Q4","Jedlo","KE"
"11342","Okt","Mlieko","3","SK","Q4","Jedlo","KE"
"11343","Okt","Mlieko","3","SK","Q4","Jedlo","KE"
"11344","Okt","Sveter","25","SK","Q4","Oblecenie","KE"
"11345","Okt","Mlieko","3","SK","Q4","Jedlo","KE"
"11346","Okt","Sveter","25","SK","Q4","Oblecenie","KE"
"11347","Okt","Chlieb","2","SK","Q4","Jedlo","KE"
"11348","Okt","Mlieko","3","SK","Q4","Jedlo","KE"
"11349","Okt","Chlieb","2","SK","Q4","Jedlo","KE"
"11350","Okt","Chlieb","2","SK","Q4","Jedlo","KE"
"11351","Okt","Chlieb","2","SK","Q4","Jedlo","KE"
"11352","Okt","Chlieb","2","SK","Q4","Jedlo","KE"
"11353","Okt","Chlieb","2","SK","Q4","Jedlo","KE"
"11354","Okt","Chlieb","2","SK","Q4","Jedlo","KE"
"11355","Okt","Laptop","540","SK","Q4","Elektro","KE"
"11356","Okt","Chlieb","2","SK","Q4","Jedlo","KE"
"11357","Okt","Tricko","10","SK","Q4","Oblecenie","KE"
"11358","Okt","Chlieb","2","SK","Q4","Jedlo","KE"
"11359","Okt","Chlieb","2","SK","Q4","Jedlo","KE"
"11360","Okt","Chlieb","2","SK","Q4","Jedlo","KE"
"11361","Okt","Mobil","230","SK","Q4","Elektro","KE"
"11362","Okt","Chlieb","2","SK","Q4","Jedlo","KE"
"11363","Okt","Mlieko","3","SK","Q4","Jedlo","KE"
"11364","Okt","Mlieko","3","SK","Q4","Jedlo","KE"
"11365","Okt","Chlieb","2","SK","Q4","Jedlo","KE"
"11366","Okt","Tricko","10","SK","Q4","Oblecenie","KE"
"11367","Okt","Mlieko","3","SK","Q4","Jedlo","KE"
"11368","Okt","Mobil","230","SK","Q4","Elektro","KE"
"11369","Okt","Mlieko","3","SK","Q4","Jedlo","KE"
"11370","Okt","Chlieb","2","SK","Q4","Jedlo","KE"
"11371","Okt","Mlieko","3","SK","Q4","Jedlo","KE"
"11372","Okt","Mlieko","3","SK","Q4","Jedlo","KE"
"11373","Okt","Chlieb","2","SK","Q4","Jedlo","KE"
"11374","Okt","Chlieb","2","SK","Q4","Jedlo","KE"
"11375","Okt","Mobil","230","SK","Q4","Elektro","KE"
"11376","Okt","Chlieb","2","SK","Q4","Jedlo","KE"
"11377","Okt","Mlieko","3","SK","Q4","Jedlo","KE"
"11378","Okt","Sveter","25","SK","Q4","Oblecenie","KE"
"11379","Okt","Laptop","540","SK","Q4","Elektro","KE"
"11380","Okt","Sveter","25","SK","Q4","Oblecenie","KE"
"11381","Okt","Tricko","10","SK","Q4","Oblecenie","KE"
"11382","Okt","Mlieko","3","SK","Q4","Jedlo","KE"
"11383","Okt","Chlieb","2","SK","Q4","Jedlo","KE"
"11384","Okt","Mlieko","3","SK","Q4","Jedlo","KE"
"11385","Okt","Chlieb","2","SK","Q4","Jedlo","KE"
"11386","Okt","Chlieb","2","SK","Q4","Jedlo","KE"
"11387","Okt","Chlieb","2","SK","Q4","Jedlo","KE"
"11388","Okt","Chlieb","2","SK","Q4","Jedlo","KE"
"11389","Okt","Mlieko","3","SK","Q4","Jedlo","KE"
"11390","Okt","Chlieb","2","SK","Q4","Jedlo","KE"
"11391","Okt","Sveter","25","SK","Q4","Oblecenie","KE"
"11392","Okt","Chlieb","2","SK","Q4","Jedlo","KE"
"11393","Okt","Sveter","25","SK","Q4","Oblecenie","KE"
"11394","Okt","Chlieb","2","SK","Q4","Jedlo","KE"
"11395","Okt","Tricko","10","SK","Q4","Oblecenie","KE"
"11396","Okt","Laptop","540","SK","Q4","Elektro","KE"
"11397","Okt","Tricko","10","SK","Q4","Oblecenie","KE"
"11398","Okt","Chlieb","2","SK","Q4","Jedlo","KE"
"11399","Okt","Laptop","540","SK","Q4","Elektro","KE"
"11400","Okt","Chlieb","2","SK","Q4","Jedlo","KE"
"11401","Okt","Chlieb","2","SK","Q4","Jedlo","KE"
"11402","Okt","Chlieb","2","SK","Q4","Jedlo","KE"
"11403","Okt","Chlieb","2","SK","Q4","Jedlo","KE"
"11404","Okt","Chlieb","2","SK","Q4","Jedlo","KE"
"11405","Okt","Mlieko","3","SK","Q4","Jedlo","KE"
"11406","Okt","Mobil","230","SK","Q4","Elektro","KE"
"11407","Okt","Tricko","10","SK","Q4","Oblecenie","KE"
"11408","Okt","Chlieb","2","SK","Q4","Jedlo","KE"
"11409","Okt","Tricko","10","SK","Q4","Oblecenie","KE"
"11410","Okt","Mlieko","3","SK","Q4","Jedlo","KE"
"11411","Okt","Mlieko","3","SK","Q4","Jedlo","KE"
"11412","Okt","Tricko","10","SK","Q4","Oblecenie","KE"
"11413","Okt","Mobil","230","SK","Q4","Elektro","KE"
"11414","Okt","Chlieb","2","SK","Q4","Jedlo","KE"
"11415","Okt","Chlieb","2","SK","Q4","Jedlo","KE"
"11416","Okt","Chlieb","2","SK","Q4","Jedlo","KE"
"11417","Okt","Chlieb","2","SK","Q4","Jedlo","KE"
"11418","Okt","Chlieb","2","SK","Q4","Jedlo","KE"
"11419","Okt","Sveter","25","SK","Q4","Oblecenie","KE"
"11420","Okt","Tricko","10","SK","Q4","Oblecenie","KE"
"11421","Okt","Chlieb","2","SK","Q4","Jedlo","KE"
"11422","Okt","Chlieb","2","SK","Q4","Jedlo","KE"
"11423","Okt","Chlieb","2","SK","Q4","Jedlo","KE"
"11424","Okt","Chlieb","2","SK","Q4","Jedlo","KE"
"11425","Okt","Chlieb","2","SK","Q4","Jedlo","KE"
"11426","Okt","Mobil","230","SK","Q4","Elektro","KE"
"11427","Okt","Tricko","10","SK","Q4","Oblecenie","KE"
"11428","Okt","Mobil","230","SK","Q4","Elektro","KE"
"11429","Okt","Tablet","350","SK","Q4","Elektro","KE"
"11430","Okt","Tricko","10","SK","Q4","Oblecenie","KE"
"11431","Okt","Chlieb","2","SK","Q4","Jedlo","KE"
"11432","Okt","Mlieko","3","SK","Q4","Jedlo","KE"
"11433","Okt","Mlieko","3","SK","Q4","Jedlo","KE"
"11434","Okt","Chlieb","2","SK","Q4","Jedlo","KE"
"11435","Okt","Mobil","230","SK","Q4","Elektro","KE"
"11436","Okt","Chlieb","2","SK","Q4","Jedlo","KE"
"11437","Okt","Mlieko","3","SK","Q4","Jedlo","KE"
"11438","Okt","Mlieko","3","SK","Q4","Jedlo","KE"
"11439","Okt","Mlieko","3","SK","Q4","Jedlo","KE"
"11440","Okt","Mlieko","3","SK","Q4","Jedlo","KE"
"11441","Okt","Laptop","540","SK","Q4","Elektro","KE"
"11442","Okt","Chlieb","2","SK","Q4","Jedlo","KE"
"11443","Okt","Chlieb","2","SK","Q4","Jedlo","KE"
"11444","Okt","Mlieko","3","SK","Q4","Jedlo","KE"
"11445","Okt","Chlieb","2","SK","Q4","Jedlo","KE"
"11446","Okt","Mlieko","3","SK","Q4","Jedlo","KE"
"11447","Okt","Tricko","10","SK","Q4","Oblecenie","KE"
"11448","Okt","Chlieb","2","SK","Q4","Jedlo","KE"
"11449","Okt","Tablet","350","SK","Q4","Elektro","KE"
"11450","Okt","Mobil","230","SK","Q4","Elektro","KE"
"11451","Okt","Chlieb","2","SK","Q4","Jedlo","KE"
"11452","Okt","Chlieb","2","SK","Q4","Jedlo","KE"
"11453","Okt","Laptop","540","SK","Q4","Elektro","KE"
"11454","Okt","Chlieb","2","SK","Q4","Jedlo","KE"
"11455","Okt","Chlieb","2","SK","Q4","Jedlo","KE"
"11456","Okt","Mlieko","3","SK","Q4","Jedlo","KE"
"11457","Okt","Mlieko","3","SK","Q4","Jedlo","KE"
"11458","Okt","Tablet","350","SK","Q4","Elektro","KE"
"11459","Okt","Chlieb","2","SK","Q4","Jedlo","KE"
"11460","Okt","Chlieb","2","SK","Q4","Jedlo","KE"
"11461","Okt","Chlieb","2","SK","Q4","Jedlo","KE"
"11462","Okt","Chlieb","2","SK","Q4","Jedlo","KE"
"11463","Okt","Chlieb","2","SK","Q4","Jedlo","KE"
"11464","Okt","Chlieb","2","SK","Q4","Jedlo","KE"
"11465","Okt","Chlieb","2","SK","Q4","Jedlo","KE"
"11466","Okt","Chlieb","2","SK","Q4","Jedlo","KE"
"11467","Okt","Tricko","10","SK","Q4","Oblecenie","KE"
"11468","Okt","Mobil","230","SK","Q4","Elektro","KE"
"11469","Okt","Tricko","10","SK","Q4","Oblecenie","KE"
"11470","Okt","Chlieb","2","SK","Q4","Jedlo","KE"
"11471","Okt","Chlieb","2","SK","Q4","Jedlo","KE"
"11472","Okt","Chlieb","2","SK","Q4","Jedlo","KE"
"11473","Okt","Chlieb","2","SK","Q4","Jedlo","KE"
"11474","Okt","Tricko","10","SK","Q4","Oblecenie","KE"
"11475","Okt","Sveter","25","SK","Q4","Oblecenie","KE"
"11476","Okt","Chlieb","2","SK","Q4","Jedlo","KE"
"11477","Okt","Mobil","230","SK","Q4","Elektro","KE"
"11478","Okt","Tricko","10","SK","Q4","Oblecenie","KE"
"11479","Okt","Sveter","25","SK","Q4","Oblecenie","KE"
"11480","Okt","Sveter","25","SK","Q4","Oblecenie","KE"
"11481","Okt","Mlieko","3","SK","Q4","Jedlo","KE"
"11482","Okt","Chlieb","2","SK","Q4","Jedlo","KE"
"11483","Okt","Chlieb","2","SK","Q4","Jedlo","KE"
"11484","Okt","Chlieb","2","SK","Q4","Jedlo","KE"
"11485","Okt","Mlieko","3","SK","Q4","Jedlo","KE"
"11486","Okt","Mlieko","3","SK","Q4","Jedlo","KE"
"11487","Okt","Mobil","230","SK","Q4","Elektro","KE"
"11488","Okt","Mobil","230","SK","Q4","Elektro","KE"
"11489","Okt","Chlieb","2","SK","Q4","Jedlo","KE"
"11490","Okt","Chlieb","2","SK","Q4","Jedlo","KE"
"11491","Okt","Chlieb","2","SK","Q4","Jedlo","KE"
"11492","Okt","Mlieko","3","SK","Q4","Jedlo","KE"
"11493","Okt","Mlieko","3","SK","Q4","Jedlo","KE"
"11494","Okt","Mlieko","3","SK","Q4","Jedlo","KE"
"11495","Okt","Tricko","10","SK","Q4","Oblecenie","KE"
"11496","Okt","Chlieb","2","SK","Q4","Jedlo","KE"
"11497","Okt","Chlieb","2","SK","Q4","Jedlo","KE"
"11498","Okt","Tablet","350","SK","Q4","Elektro","KE"
"11499","Okt","Mlieko","3","SK","Q4","Jedlo","KE"
"11500","Okt","Chlieb","2","SK","Q4","Jedlo","KE"
"11501","Okt","Tricko","10","SK","Q4","Oblecenie","KE"
"11502","Okt","Chlieb","2","SK","Q4","Jedlo","KE"
"11503","Okt","Chlieb","2","SK","Q4","Jedlo","KE"
"11504","Okt","Chlieb","2","SK","Q4","Jedlo","KE"
"11505","Okt","Tricko","10","SK","Q4","Oblecenie","KE"
"11506","Okt","Tricko","10","SK","Q4","Oblecenie","KE"
"11507","Okt","Chlieb","2","SK","Q4","Jedlo","KE"
"11508","Okt","Chlieb","2","SK","Q4","Jedlo","KE"
"11509","Okt","Chlieb","2","SK","Q4","Jedlo","KE"
"11510","Okt","Tricko","10","SK","Q4","Oblecenie","KE"
"11511","Okt","Chlieb","2","SK","Q4","Jedlo","KE"
"11512","Okt","Mlieko","3","SK","Q4","Jedlo","KE"
"11513","Okt","Chlieb","2","SK","Q4","Jedlo","KE"
"11514","Okt","Chlieb","2","SK","Q4","Jedlo","KE"
"11515","Okt","Chlieb","2","SK","Q4","Jedlo","KE"
"11516","Okt","Mlieko","3","SK","Q4","Jedlo","KE"
"11517","Okt","Sveter","25","SK","Q4","Oblecenie","KE"
"11518","Okt","Sveter","25","SK","Q4","Oblecenie","KE"
"11519","Okt","Chlieb","2","SK","Q4","Jedlo","KE"
"11520","Okt","Chlieb","2","SK","Q4","Jedlo","KE"
"11521","Okt","Chlieb","2","SK","Q4","Jedlo","KE"
"11522","Okt","Mlieko","3","SK","Q4","Jedlo","KE"
"11523","Okt","Chlieb","2","SK","Q4","Jedlo","KE"
"11524","Okt","Tricko","10","SK","Q4","Oblecenie","KE"
"11525","Okt","Mlieko","3","SK","Q4","Jedlo","KE"
"11526","Okt","Mlieko","3","SK","Q4","Jedlo","KE"
"11527","Okt","Chlieb","2","SK","Q4","Jedlo","KE"
"11528","Okt","Chlieb","2","SK","Q4","Jedlo","KE"
"11529","Okt","Chlieb","2","SK","Q4","Jedlo","KE"
"11530","Okt","Mobil","230","SK","Q4","Elektro","KE"
"11531","Okt","Chlieb","2","SK","Q4","Jedlo","KE"
"11532","Okt","Laptop","540","SK","Q4","Elektro","KE"
"11533","Okt","Chlieb","2","SK","Q4","Jedlo","KE"
"11534","Okt","Chlieb","2","SK","Q4","Jedlo","KE"
"11535","Okt","Chlieb","2","SK","Q4","Jedlo","KE"
"11536","Okt","Mlieko","3","SK","Q4","Jedlo","KE"
"11537","Okt","Mobil","230","SK","Q4","Elektro","KE"
"11538","Okt","Chlieb","2","SK","Q4","Jedlo","KE"
"11539","Okt","Chlieb","2","SK","Q4","Jedlo","KE"
"11540","Okt","Tricko","10","SK","Q4","Oblecenie","KE"
"11541","Okt","Mlieko","3","SK","Q4","Jedlo","KE"
"11542","Okt","Chlieb","2","SK","Q4","Jedlo","KE"
"11543","Okt","Sveter","25","SK","Q4","Oblecenie","KE"
"11544","Okt","Sveter","25","SK","Q4","Oblecenie","KE"
"11545","Okt","Mlieko","3","SK","Q4","Jedlo","KE"
"11546","Okt","Mobil","230","SK","Q4","Elektro","KE"
"11547","Okt","Chlieb","2","SK","Q4","Jedlo","KE"
"11548","Okt","Tricko","10","SK","Q4","Oblecenie","KE"
"11549","Okt","Mlieko","3","SK","Q4","Jedlo","KE"
"11550","Okt","Mlieko","3","SK","Q4","Jedlo","KE"
"11551","Okt","Mlieko","3","SK","Q4","Jedlo","KE"
"11552","Okt","Mobil","230","SK","Q4","Elektro","KE"
"11553","Okt","Chlieb","2","SK","Q4","Jedlo","KE"
"11554","Okt","Mlieko","3","SK","Q4","Jedlo","KE"
"11555","Okt","Chlieb","2","SK","Q4","Jedlo","KE"
"11556","Okt","Chlieb","2","SK","Q4","Jedlo","KE"
"11557","Okt","Laptop","540","SK","Q4","Elektro","KE"
"11558","Okt","Chlieb","2","SK","Q4","Jedlo","KE"
"11559","Okt","Mlieko","3","SK","Q4","Jedlo","KE"
"11560","Okt","Sveter","25","SK","Q4","Oblecenie","KE"
"11561","Okt","Mlieko","3","SK","Q4","Jedlo","KE"
"11562","Okt","Mlieko","3","SK","Q4","Jedlo","KE"
"11563","Okt","Chlieb","2","SK","Q4","Jedlo","KE"
"11564","Okt","Mobil","230","SK","Q4","Elektro","KE"
"11565","Okt","Mlieko","3","SK","Q4","Jedlo","KE"
"11566","Okt","Tablet","350","SK","Q4","Elektro","KE"
"11567","Okt","Mlieko","3","SK","Q4","Jedlo","KE"
"11568","Okt","Tricko","10","SK","Q4","Oblecenie","KE"
"11569","Okt","Mlieko","3","SK","Q4","Jedlo","KE"
"11570","Okt","Mlieko","3","SK","Q4","Jedlo","KE"
"11571","Okt","Mlieko","3","SK","Q4","Jedlo","KE"
"11572","Okt","Chlieb","2","SK","Q4","Jedlo","KE"
"11573","Okt","Chlieb","2","SK","Q4","Jedlo","KE"
"11574","Okt","Laptop","540","SK","Q4","Elektro","KE"
"11575","Okt","Chlieb","2","SK","Q4","Jedlo","KE"
"11576","Okt","Chlieb","2","SK","Q4","Jedlo","KE"
"11577","Okt","Mlieko","3","SK","Q4","Jedlo","KE"
"11578","Okt","Chlieb","2","SK","Q4","Jedlo","KE"
"11579","Okt","Tricko","10","SK","Q4","Oblecenie","KE"
"11580","Okt","Tricko","10","SK","Q4","Oblecenie","KE"
"11581","Okt","Chlieb","2","SK","Q4","Jedlo","KE"
"11582","Okt","Chlieb","2","SK","Q4","Jedlo","KE"
"11583","Okt","Chlieb","2","SK","Q4","Jedlo","KE"
"11584","Okt","Sveter","25","SK","Q4","Oblecenie","KE"
